source,seed,step,real_epoch,tr_loss,vl_loss,vl_tumour,vl_plane,patience_counter,best_step,best_val_loss,learning_rate,training_budget,max_steps,budget_epoch_steps,val_every,patience_evals,batch_real,batch_synthetic,real_examples_seen,synthetic_examples_seen,experiment
step,0,1,0.03268641470888662,2.4717202186584473,2.4899430878308353,0.18877551020408162,0.35612244897959183,0,1,2.4899430878308353,3.225806451612903e-06,compute,1705,31,80,8,128,0,128,0,baseline
step,0,80,2.6149131767109295,1.7947175427328181,0.5635381486951089,0.886734693877551,0.9785714285714285,0,80,0.5635381486951089,0.00025806451612903227,compute,1705,31,80,8,128,0,10240,0,baseline
step,0,160,5.229826353421859,0.5760120425373316,0.11555494094381527,0.9561224489795919,0.9918367346938776,0,160,0.11555494094381527,0.0004999871624350509,compute,1705,31,80,8,128,0,20480,0,baseline
step,0,240,7.844739530132789,0.344309649663046,0.004869472889267669,0.9673469387755103,0.9928571428571429,0,240,0.004869472889267669,0.0004962990794052847,compute,1705,31,80,8,128,0,30720,0,baseline
step,0,320,10.459652706843718,0.3798278755508363,-0.09761363602414423,0.9846938775510204,0.9948979591836735,0,320,-0.09761363602414423,0.00048614958518009677,compute,1705,31,80,8,128,0,40960,0,baseline
step,0,400,13.074565883554648,0.24147120490670204,-0.19200813849361575,0.9877551020408163,0.9928571428571429,0,400,-0.19200813849361575,0.0004698049416382277,compute,1705,31,80,8,128,0,51200,0,baseline
step,0,480,15.689479060265578,0.054398402012884615,-0.33507529193041274,0.9897959183673469,0.9928571428571429,0,480,-0.33507529193041274,0.0004476939342344246,compute,1705,31,80,8,128,0,61440,0,baseline
step,0,560,18.304392236976508,0.02928955592215061,-0.37378838938109726,0.9877551020408163,0.9928571428571429,0,560,-0.37378838938109726,0.00042039662323982603,compute,1705,31,80,8,128,0,71680,0,baseline
step,0,640,20.919305413687436,0.099332563765347,-0.4188978927476065,0.9877551020408163,0.9928571428571429,0,640,-0.4188978927476065,0.0003886291264381089,compute,1705,31,80,8,128,0,81920,0,baseline
step,0,720,23.534218590398364,-0.13578544780611992,-0.5194761770112174,0.9908163265306122,0.9938775510204082,0,720,-0.5194761770112174,0.000353224832488219,compute,1705,31,80,8,128,0,92160,0,baseline
step,0,800,26.149131767109296,-0.014024361409246922,-0.5160645691715942,0.9938775510204082,0.9938775510204082,1,720,-0.5194761770112174,0.0003151125378024133,compute,1705,31,80,8,128,0,102400,0,baseline
step,0,880,28.764044943820224,-0.14579598568379878,-0.5804165876641565,0.9887755102040816,0.9938775510204082,0,880,-0.5804165876641565,0.00027529208049685805,compute,1705,31,80,8,128,0,112640,0,baseline
step,0,960,31.378958120531156,-0.20772602315992117,-0.6625632359057056,0.9928571428571429,0.9928571428571429,0,960,-0.6625632359057056,0.000234808110633836,compute,1705,31,80,8,128,0,122880,0,baseline
step,0,1040,33.99387129724208,-0.2527886711061001,-0.7173016776843947,0.9948979591836735,0.9928571428571429,0,1040,-0.7173016776843947,0.0001947226848671508,compute,1705,31,80,8,128,0,133120,0,baseline
step,0,1120,36.608784473953015,-0.2818707380443811,-0.6800674788805903,0.9877551020408163,0.9928571428571429,1,1040,-0.7173016776843947,0.00015608740444292746,compute,1705,31,80,8,128,0,143360,0,baseline
step,0,1200,39.223697650663944,-0.2872173361480236,-0.6893318502270446,0.9938775510204082,0.9938775510204082,2,1040,-0.7173016776843947,0.00011991582748762803,compute,1705,31,80,8,128,0,153600,0,baseline
step,0,1280,41.83861082737487,-0.229172794893384,-0.7600341563322106,0.9928571428571429,0.9938775510204082,0,1280,-0.7600341563322106,8.715687931944449e-05,compute,1705,31,80,8,128,0,163840,0,baseline
step,0,1360,44.4535240040858,-0.36273893862962725,-0.7683244894961921,0.9938775510204082,0.9938775510204082,0,1360,-0.7683244894961921,5.866995833708463e-05,compute,1705,31,80,8,128,0,174080,0,baseline
step,0,1440,47.06843718079673,-0.248343313485384,-0.7241701812160258,0.9938775510204082,0.9938775510204082,1,1360,-0.7683244894961921,3.520239055818114e-05,compute,1705,31,80,8,128,0,184320,0,baseline
step,0,1520,49.68335035750766,-0.35172367505729196,-0.7406169774580975,0.9938775510204082,0.9938775510204082,2,1360,-0.7683244894961921,1.7369824265066364e-05,compute,1705,31,80,8,128,0,194560,0,baseline
step,0,1600,52.29826353421859,-0.21950058862566948,-0.7516854602463391,0.9938775510204082,0.9938775510204082,3,1360,-0.7683244894961921,5.640079084868633e-06,compute,1705,31,80,8,128,0,204800,0,baseline
step,0,1680,54.91317671092952,-0.399981539323926,-0.8009155497259023,0.9938775510204082,0.9938775510204082,0,1680,-0.8009155497259023,3.208732072368104e-07,compute,1705,31,80,8,128,0,215040,0,baseline
step,0,1705,55.73033707865169,-0.4408252143859863,-0.7858434139465799,0.9938775510204082,0.9948979591836735,1,1680,-0.8009155497259023,0.0,compute,1705,31,80,8,128,0,218240,0,baseline
